Date Of Review,Followers,Likes,Name Of Reviewer,Restaurant Name,Restaurant id,Review,Reviewer ID,Reviewer Rating,Total Ratings given
2018-09-17 00:53:19,                          464                                                         ,1 ,            Animesh Singhai Anora          ,            Burma Burma          ,18625420,"Rated                                             Have heard about this place from few friends of mine and everytime when I planned there is a uge waiting; so this time luckily we went there for early lunch.Ambiance was very nice and the staff was very courteous.Menu will have all sorts of different names, but description can be helpful to understand about teh dishes.We ordered Black sticky rice, which was served with white peas & tangy vegetables (taste of pickle)...quantity was good and filling for 2 people..if you are not very very hungry.Liked the presentation of food and quick service; only thing which i can think of for improvement is the price which seems to be on a higher side comparatively.Food - 4.5/5Service - 4/5Ambiance - 4/5Price - 3/5Overall - 4/5 .........definitely recommended.                                                            ",39097030, 4.0,                                                                    151                                 
2018-09-16 23:18:19,                          205                                                         ,1 ,            Vijeta Biradar          ,            Burma Burma          ,18625420,"Rated                                             Being on my list for a long time now, I finally visited this amazing place in Indiranagar right opposite the Pizza Bakery.To my surprise, being a weekday, it was super crowded, I would suggest you to go a little earlier.Coming to the food, we tried their samosa soup which was by far the best soup I've had in a very long time.Spicy, tangy and filled with flavours.Must try.Mains - we tried their lotus stem chips, khau suey with cornflakes and panfried dumplings.Lotus stem chips were good.Khau suey would've been better if it was a little spicy. Tasted bland.Dumplings too were bland.Dessert we tried their avocado ice cream which was fairly good and good for a one time experience.Good for a one time visit.One extra star only for their samosa soup.",39094962, 4.0,                                                                    52                                 
2018-09-16 20:26:13,                          128                                                         ,1 ,            Srinivas K          ,            Burma Burma          ,18625420,Rated                                             The place has good ambience.The menu has wide variety of dishes to choose from. Tried the food and left or it's tea.The food was okay. The noodles were too salty. The service staff were not attentive when I tried to tell them the very same. The tohu paratha starter was okay. The mock duck curry with potato was slightly off the mark.Can go for ambience and overwhelming welcome.Food 2/5Ambience 4/5Service 2/5                                                             ,39088896, 2.0,                                                                    54                                 
2018-09-16 15:58:43,                          211                                                         ,0 ,            Tazeen Munnavar          ,            Burma Burma          ,18625420,"Rated                                             I found this place very cute located in indiranagar. They have a great menu (veg only), good service and a very nice ambience. The bubble tea, lotus stem crisps, guava salad, Khao suey and the dessert, all were very good.                                                             ",39082432, 4.0,                                                                    98                                 
2018-09-16 04:00:32,                          2537                                                         ,0 ,            Niel! Othniel          ,            Burma Burma          ,18625420,"Rated                                             Our experience from start to finish was perfect. The service was fast and friendly, the atmosphere was quiet and cozy, the food was outstanding and the price was very reasonable. We do not live close to this restaurant but feel that it is worth the drive. We left with our bellies full, money left over and lunch for tomorrow! Thank you, we will be back!!!                                                            ",39072953, 5.0,                                                                    21                                 
2018-09-15 23:33:05,                          99                                                         ,0 ,            Jessamine          ,            Burma Burma          ,18625420,"Rated                     This is right opposite Pizza Bakery and is ALWAYS crowded. I’m not joking. There’s always an hour of waiting involved. I once happened to overhear a young man loudly asking the hostess why a vegetarian restaurant was so famous. It was dreadfully amusing to hear but of course it increased my own expectations from the place. Anyway, after the fame of Burma Burma in Bombay, I had to see what the Bangalore outlet would be like. I’ve been here a couple of times and have to say that while the main course items are above average at best, the desserts are truly par excellence. Their names are escaping me at the moment so you must make do with my inadequate descriptions below: Sago with coconut custard (I think):Sweet sweet date palm flavoured sago with some creamy smooth perfect custard. This is such a great dessert and I’ve had it 5 times already. Coco pina: This dessert has multiple layers and textures from coconut cream to pineapple to butterscotch to toffee. It’s wonderful and an explosion of flayyyyvahhh in your mouth 😛",39069778, 4.0,                                                                    48                                 
2018-09-15 08:58:11,                          898                                                         ,0 ,            Monisha Pujar          ,            Burma Burma          ,18625420,"Rated                                             Burma Burma was bookmarked for a long time and I finally had a chance to try it. Visited for dinner on a weekday and was lucky enough to not wait for a table. There are quite a lot of things that are remarkable about this place. The ambience is very bright and colourful, the splendid decor, the great service and extraordinary attention to detail.Coming to the food, it was an average affair, nothing that stood out. We tried one of their signature dishes, samosa soup. It was just passable. For main course we ordered khao seuy, nothing spectacularly different from any other noodles I've had and it was extremely oily. We also tried mushroom buns which was quite dry.Overall, average food. Beautiful ambience and good service. Pricing is higher than usual.                                                             ",39051114, 3.0,                                                                    64                                 
2018-09-15 08:12:04,                          250                                                         ,0 ,            Manish Choudhary          ,            Burma Burma          ,18625420,Rated                                             Can't stop loving this place... Superb food and perfect taste of Burmese food.. they have a branch in Mumbai where I visited first and made me fall in love of this restaurant... All veggies options and no non-veg... A definitely must try...                                                            ,39050881, 4.0,                                                                    59                                 
2018-09-14 17:53:50,                          266                                                         ,1 ,            Saurabh          ,            Burma Burma          ,18625420,"Rated                                             Quite a small place considering the location and due to the hype, lots of guests go back unhappy. The ambiance is unique and comfortable. More a fine dining place than a loud eating joint. The good thing is, everything's vegetarian. Lotus stem crisps & sticky rice is definitely recommended. Service is prompt and price is on the steep side. Valet parking is available. The trick is to reach there early and enjoy your meal.                                                            ",39039548, 4.0,                                                                    164                                 
2018-09-13 14:20:01,                          832                                                         ,7 ,            Tanupriya Gupta          ,            Burma Burma          ,18625420,"Rated                     Now this rating has nothing to do with the food, ambience etc. But I reveiew restaurants on the basis of my experience and experience involves everything from the time I drop by to the time I leave. Today was the fourth time that I went here and this was failed attempt as well. On weekends I admit there is a lot of rush and hours of waiting and we have waited for a while but left as the wait prolonged. Today being a holiday I was there at 1:00pm. There wasn't a single soul in waiting. I was alone. The staff opened the door and the place was fairly full. But I could see three empty tables. One 4 seater and 2 6 seaters. The staff asked me to take a seat at the bar. I said I am not very comfortable since it's at the entry and I can see a 4 seater table empty and It's just me so obviously you understand I wouldn't take too much of your time. Plus I have come here three other times so I don't want to miss this chance. If there was a waiting outside I wouldn't have suggested this. I said not the 6 seater you can give the 4 one( which was in the extreme corner). The staff kept on discussing with one then the other and then another .. after that .. "" you either sit on the bar and place your order or you can wait outside for 20-25 minutes till we have a small table"" Being a small part of this huge industry myself, I know one thing - customer experience is what makes or breaks us. I am not saying I won't ever go there. Maybe someday I will. As much as I know giving a 4 seater table to a single person isn't a huge business gain but a little smile on their faces when they denied me a table or a little courtesy wouldn't hurt anyone ? Would it?                                         ",39017423, 1.0,                                                                    61                                 
2018-09-12 01:26:38,                          871                                                         ,1 ,            Dennislizy          ,            Burma Burma          ,18625420,"Rated                                             No to this restaurant again! We ordered the mushroom buns but they gave us potato stuffed buns instead. We reported the same and the staff didn't seem to understand and then after few minutes agreed that the dish wasn't what we ordered and replaced it with the mushroom buns. Phewww, it took almost 20 minutes for this chaos to clear. We ordered Sticky Rice & Mushrooms and Trio Mushrooms. We were utterly disappointed with the taste and everything that this restaurant claimed to be. Capsicum was the king of Trio mushroom dish, where did the mushrooms go?Btw, the food tasted almost oriental, wasn't this place supposed to serve Burmese food?                                                            ",38995878, 2.0,                                                                    41                                 
2018-09-10 22:38:43,                          79                                                         ,0 ,            Utsav Aggarwal          ,            Burma Burma          ,18625420,"Rated                     Definitely a different taste, and a commendable job of serving Vegetarian dishes from a non veg cuisine.Ordered Samosa Soup and Tohu chickpeas soup. Samosa soup with black chickpeas seemed average but Chickpeas Tohu Soup is one gorgeous Son of a Gun. It is medium thick, light spiced with beautiful aroma and taste.For starters Panfried Rice Dumplings were good and presentable. Burmese Falafel tasted like lighter version of vegetable Chinese Manchurian.Coming to the Main Course Burma Burma Oh No Khowsuey is fantastic and job well done with coconut gravy and all kind of toppings go well with it including lemon. Shan Khowsuey is also a beautiful manifestation of noodles in arrowroot gravy without coconut milk, but please don't try if you have enough with Thukpa.Kachin Salsa Ricellings are sticky rice with American tomato puree based vegetables, seemed different but not for my palate..Hakka Noodles went with the name, good with no spice meant for small kid dining with us.One must not leave the place without tasting Smoky Avocado and Honey Caviar ice cream, which is very creamy, soft and absolute.All in all a nice, clean place with beautiful interiors. Place can be overcrowded, and with Indian junta whatsoever upscale the place is, please don't expect a calm and soothing dinner. Do visit once.                                         ",38976536, 4.0,                                                                    28                                 
2018-09-10 01:46:49,                          203                                                         ,0 ,            Peter Paul          ,            Burma Burma          ,18625420,"Rated                     A great indicator of great food can be seen by the amount of time one needs to wait to get a table. After multiple failed attempts to get a table, we finally decided to wait it out of the days. And boy was the wait worth every minute!!! Being a non-vegetarian, I was a tad sceptical as to how good the food could actually be, this place is absolutely a must try.Updated:Ambience: (5/5)It’s a beautiful space with multiple design elements that bring out the Burmese/Oriental feel of the place. The walls are textured and the lights are exquisite. Food: (5/5)Visit 1:The Tom Yum soup was great, but it comes in a close second behind the Siracha at UB City. The green tea rice, however, was in a league of its own. Never really expected rice to have the flavour that was presented. It was so unique my brain needed time to process the explosion of flavours in my mouth. The portions were also great for 2 people on one dish. Honestly all the descriptions sounded so good, clearly you need to come in a group to do justice to all that’s on offer. Visit 2:The time around had the Samosa soup which was brilliant - a bunch of tamarind made it tangy and the samosa balances the tangy flavour well. Had the Wa Potato starter which was excellent. The partially roasted garlic was excellent. The Chinese noodles were one of the best I have had till date. Finally the rice, which was perhaps my least favourite dish of the lunch. All in all the flavours were great and very different from my first visit. However the quality and taste of the food just seems to keep getting better. Summary: (5/5)One of my new favourite spots in bangalore with it excellent food and beautiful ambience. Definitely worth the wait. Highly recommend trying this place out.                                        ",38961298, 5.0,                                                                    67                                 
2018-09-10 00:09:10,                          48                                                         ,0 ,            Ash          ,            Burma Burma          ,18625420,"Rated                                             Only a handful of places have bubble tea in Banglore. I was so happy to find out Burma Burma had it. One of the main reasons to go here. Ordered for their Matcha bubbl tea and it was yummm. The only thing i didnt like was the paper straw. But cant complain, less plastic the better. Reading the reviews, we ordered the recommended starters and honestly wasn’t impressed with samosa soup or the rice dumplings. For main course we ordered Khousey and china town noodles with a side of mixed veggies in tea leaf sauce. These dishes were yummy and made up for the starters. The cherry on the cake was the imli candy they gave along with bill. All in all it was a good experience.                                                             ",38959897, 4.0,                                                                    36                                 
2018-09-09 19:03:35,                          962                                                         ,1 ,            Keziah Johnson          ,            Burma Burma          ,18625420,"Rated                     BURMESE CUISINE AT ITS BEST!Starting with the Samosa soup ending with the smoked honey and avocado ice cream it was a maiden and different experience!The Samosa soup had chunks of samosa on it and this soup is by far the best veg soup I've had (yes better than sour cream and sweet corn soup!). We ordered several other starters too - like the Burmese naan and paratha with Tohu which was basically an Indo-Burmese dish, mango salad - I usually don't eat salads but this one was honestly so fresh and tasty.For drinks, we had Oreo, Nutella and mint bubble tea- the Nutella bubble tea was the best with tiny chocolate bubbles balls of joy which came with every sip.We were so full with starters that we decided to go light on main course that we ordered only one portion of sticky wok-fried rice and noodles which were so so good that I can't describe.And finally for dessert, we had Smoked honey and avocado ice cream and the Burma Bomb. The smoked ice cream was truly a sight and tasted fruity (Check out next post 😉). But the Burma Bomb was a disappointment- with the description on the menu we'd expected a huge bomb like structure but it turned out to be small dome of Chocolate with chocolate sauce and dust filled with chocolate ice cream!Well non-vegetarians please note that they serve PURELY VEG dishes. However the tastes are so different that you will want to try it out!The whole experience left us with happy tummies and content hearts.Place : Burma Burma, 12th Main, Indiranagar @burmaburmaindiaRating: 4/5.....#theakraanthub #foodgasm #foodphotography #foodstagram #foodiesofinstagram #burmaburma #burmese #bangalorefoodies #bangaloredays #foodporn                                        ",38950484, 4.0,                                                                    112                                 
2018-09-07 18:28:00,                          33                                                         ,1 ,            Sai Pujita Thulluri          ,            Burma Burma          ,18625420,"Rated                                             I think I went with really high expectations , only to be slightly disappointed.The ambience is really good.For starters, I ordered the pan fried dumplings which was served with a dip. It was good.For main course, I obviously had to try the Khow Suey. It was really good and the quantity was impressive too. They served it with different toppings that we can put ourselves.We also ordered Burmese fried rice. I think this was what brought down the impression of the restaurant for me. It was a very average and normal dish and totally not worth the price.Overall, it's not a total value for money, but the Khow Suey is totally worth trying.                                                             ",38905130, 3.0,                                                                    19                                 
2018-09-05 22:11:46,                          155                                                         ,0 ,            Sandhya Gopalakrishna          ,            Burma Burma          ,18625420,"Rated                                             Ingredients native to the Burmese/ Asian cuisine, Burma Burma has every flavour that the cuisine can offer in the vegetarian format. I wish to come back here to try out every dish that the menu has to offer. Valet available Food - 5/5Ambience - 5/5Service - 5/5Value for money - 3/5 Recommendation: Khow suey, Avocado ice cream, lotus stem crisps                                                            ",38873413, 4.0,                                                                    38                                 
2018-09-04 23:19:02,                          79                                                         ,0 ,            J O          ,            Burma Burma          ,18625420,"Rated                                             Nice decor and ambience. The menu is very different from what you would see in a lot of places and you will either love it or hate it. The setting is very formal and is on the expensive side. So good for a date, but not the best option for a big group gathering.                                                            ",38856937, 4.0,                                                                    37                                 
2018-09-04 00:46:57,                          57                                                         ,0 ,            Polaroid Pandas          ,            Burma Burma          ,18625420,"Rated                                             The ambience of the restaurant captures the essence of burmese culture with beautiful paintings, a true aesthetic.The staff were very kind and served us with utmost care and enthusiasm.We went in with a lot of expectations and are glad to say, this place exceeded our expectations in terms of taste and flavour of the food!The ' Brown onion and roasted chilli Bao' served with 4 unique sauces was simply fantastic. Don't miss this one! The Signature Burmese khowsuey was delicious too!It's a great place for business lunches, meeting family and friends!",38841030, 4.0,                                                                    34                                 
2018-09-03 08:21:04,                          143                                                         ,0 ,            Dinraj Pai Khot          ,            Burma Burma          ,18625420,"Rated                                             I have been giving too many restaurants 5* these days, Zomato should bring back the 1/2 stars.Anyway, it is vegetarians' delight! Beautiful place, and we were lucky to find a table on Sunday afternoon. Even when we thought we were quite early, the place was almost full. This place does not take reservations on weekends. The service is unimaginably fast. We ordered for lotus stem chips and they were on our table in no time. Food was amazing and dips were mouth watering.The Khua Suey was rich in flavours with 6 different additional toppings. Avacado ice cream was tasty but very expensive at the same time.Staff is very professional and friendly. Portion sizes are large. It's well priced as per Bengaluru standard. Had an amazing time.                                                            ",38823978, 5.0,                                                                    22                                 
2018-09-02 23:09:35,                          1752                                                         ,3 ,            Punit S          ,            Burma Burma          ,18625420,"Rated                                             The most talked place in town and finally went to visit this vegetarian place.Valet service available. No reservation by phone allowed. Waited for 10mins to be seated.Nice decor and very friendly staff with good advice  on what to order.Prompt service and the entire presentation was great.The food is tasty and totally worth it. No alcohol available in this place.Don’t want to write too much and spoil the fun, just go here and and experience this place.Fantastic & a must must visit place.                                                            ",38819296, 5.0,                                                                    189                                 
2018-09-02 15:15:41,                          168                                                         ,0 ,            Vivek Shah          ,            Burma Burma          ,18625420,"Rated                                             After trying to wing it twice, decided to head early to get a slot at Burma Burma - a vegetarian place! They have done the place really nice with what I would like to believe Burmese artifacts. It gives you a fine dining ambience and finer food. I think coming here once is injustice for the place considering everything we tried was awesome starting with the Yuzu bubble tea and the Burmese falafel , sticky rice with stir fried vegetables and the dessert - tagu pyi an ! The staff was very courteous and warm, happy to provide recommendations. It is also a tea room, an aspect I still need to explore. Family friendly and couple friendly place. Ambience: 4/5Food: 5/5Service: 4.5/5Value for money: 4/5X-Factor: 5/5                                                            ",38805429, 5.0,                                                                    59                                 
2018-09-01 00:40:29,                          456                                                         ,1 ,            Sushi          ,            Burma Burma          ,18625420,"Rated                     Yeah, for vegetarians I would say its a must visit place. But I didn't find the food anything special or authentic.They got really good interiors, and its a myth to get a table there. We finally got a table for dinner on one of the weekdays, without having to wait.Food was good, not so great though. We were quite not sure on what to order, so based on staff recommendations and food bloggers who had been there before . Ordered for Bubble tea, which was nice. As per recommendation, we ordered for Lotus stem, Samosa soup and Pan fried chinese noodles. Didn't like the samosa soup, wasn't so great. The noodles were okay.For desserts, we thought to go for Avocado Ice cream, as it was one of the most recommended desserts, and its served in a fancy bowl way along with Liquid nitrogen in a theoretical way. It was nice ; didn't feel like we were having ice cream, you can feel the taste of the fruit itself, not too sweet . This is a WINNER.Ambiance was definitely good, advanced. Staff is good and service was prompt.Would recommend this place for vegetarians mostly. 👍                                        ",38771288, 5.0,                                                                    98                                 
2018-08-31 19:15:59,                          1347                                                         ,2 ,            Vijaykrishna Ranganathan          ,            Burma Burma          ,18625420,"Rated                     After being put off by hour long waits during previous attempts, I finally managed to eat a meal with my dear rakhi sis, last week.The medium sized eatery, has its asthetics in place, with its funky interiors and lighting, on one side the restaurant offers bar styled seating. Eye catching for sure.BB is an all veg no booze space and yet the place was totally packed during lunch. Well the mainstay here is SE. Asian with a focus on Burmese, which is not very accessible as a cuisine! So that's interesting.My companion had visited this place like half a dozen times, so we decided to order things she hadn't tried before. So their popular items like Samusa Soup, Khao Sway etc were not considered!To drink we ordered a Yuzu bubble tea and a pot of Lavender Tea and for starters a Guava Salad and a rice dumpling.The yuzu tea was good and refreshing, with mild citrus notes, but the Lavender Tea was a killer! you get a nice hit of the delicate lavender and I truly enjoyed it. They served it with a little bowl of sunflower seeds, which was fab!The Guava Salad came like within of minute of ordering, which made us wonder, if we got someone's cancelled order! As a salad, it had chunks of the fruit in a sour spicy peanut dressing. I thought the taste was very one note for my palate and needed a little bit of sweetness to round it off!Oddly the rice dumplings (which are like the kuyipaniyarams, we get in tamilnadu), suffered from the same issue! Each of the pan fried balls is topped with a large dollop of papaya salad, which while crunchy and fresh, was wee bit too sour for me.Next up we got a steamed bun with a mixed veg filling and a sticky rice with mushrooms. While I liked the bun, the minced veggie filling was OK, the saving grace was the sticky rice, where finally the mushroom curry filling was an explosion of flavours and tasty and went great with the dipping sauce.We concluded the meal with their showy avocado icecream, where we were warned that the dry ice was for display only! LOLI didn't quite understand the serving mode, if the icecream came on top a bed of dry ice, it would have had an better impact (?), but why on the side!?! that head scratching moment aside, the ceramics used were so beautiful and the icecream was really creamy and interesting.The well put together service staff was accommodating and friendly throughout and the food comes like super fast. We asked them to pace it a little, which they complied.Well honestly, overall the food while decent, didn't quite hit the spot, I was anticipating; also prices here isn't exactly cheap. We paid about 3K for our meal. Maybe I need to revisit and try their classics at another time?Decor-8Food-7Service-8.5Overall-8Giving it a 4, but 3.5 is more apt...                                        ",38759006, 4.0,                                                                    277                                 
2018-08-31 17:24:27,                          121                                                         ,2 ,            Mehul          ,            Burma Burma          ,18625420,"Rated                                             Burma Burma            Brilliant decor, well behaved staff and unique twist. One of the best food I’ve ever had I can say. Burmese food with an Indian twist. They’ve maintained the authenticity of the Burmese cuisine despite of having  Indian twist which is highly remarkable. 。The drink ‘yuzu’ was really refreshing and was a complete bliss. Lotus stem crisp and Burmese fried rice is highly recommended!Food- 4.5/5Staff- 4.5/5Decor- 5/5Overall- 4.8/5                                                            ",38756796, 5.0,                                                                    42                                 
2018-08-30 00:02:15,                          273                                                         ,1 ,            Reshma Arora          ,            Burma Burma          ,18625420,"Rated                                             Loved the place and the distict food. Going by the reviews, we ordered the samosa soup and it was brilliant. For appetisers, we chose lotus stem chips and they were extremely addictive. The rice dumplings weren't great. Fo edge Main course we went with steam buns - masala potato and the bamboo leaf grilled rice with caramelized onions and roasted chillies.. both the dishes were finger licking good. In desserts, the avocado icecream was good. Not a 5 rating as we missed the wine!                                                             ",38726256, 4.0,                                                                    83                                 
2018-08-29 19:02:21,                          12403                                                         ,9 ,            Food Trail India          ,            Burma Burma          ,18625420,"Rated                     The nice folks at LBB called us over to try out a set menu at Burma Burma as they had recently opened in Bangalore. As you walk in you see a very traditionally done up place which has certain modern elements to it. The place itself has a separate counter for tea as well which seemed pretty interesting to us. It was also pretty crowded considering LBB had called quite a few people to the place and it was a Friday night.SoupTo start the meal they served us a Samosa Soup. It tasted like some sort of well spiced Rasam served with a couple of Mini Samosas. The crispiness of the shell of the Samosa along with the soft potato filling complimented the soup very well.SaladGenerally we wouldn’t ideally choose a Salad over an appetizer but kudos to the chef. We were given a Tea Leaf Salad and Raw Mango Salad. The Tea Leaf Salad was easily one of the best Salads we have ever had. The fermented tea leaves along with the crunchiness and flavour of the Fried Garlic Nuts tasted unlike anything we have ever had before. The raw Mango Salad also tasted great when paired with the Red Chilly and Brown Onion.AppetizersIn the next course we were given Lotus Stem Crisps, Tohu Mash with Paratha and Crunchy Tofu Steamed Buns. The Lotus Stem Crisps worked great as a start as they are chips seasoned with Paparika and Curry Leaves. The only problem we had was the portion size was rather large even for four people. The Tohu Mash was the perfect side to the flaky Parathas which they served. The presentation for this dish was something that particularly stood out for us. The Steamed Buns were easily the highlight of the course as we had never had anything quite like that before. The buns were very soft and slightly sticky which worked perfectly for the crispy fried Tofu Patty. It looked great and tasted even better.Main CourseFor the mains we were given Burma Burma “Oh no Khow Suey”, Brown Onion and Roasted, Chilli Grilled Sticky Rice and the Stir Fried Seasonal Greens with Tofu. The Khao Suey was easily the highlight of the day for us. The flavours and textures in that particular dish easily made it one of the best Khao Sueys we have ever had. Grilled Sticky Rice was cooked perfectly and the brown onion added a distinct taste however, it did not work when it was paired with the Stir fried Tofu Gravy. We felt the Tofu was quite overcooked and the entire broth was loaded with too many overpowering elements. Unfortunately, we could not finish this dish as it did not taste good at all.DessertFor the final part of our meal we were given Smokey Avocado Honey Caviar Ice Cream and the Tagu Pyian. The Avocado Ice Cream had very good presentation as it was served on dry ice hence the smokiness of the ice cream was achieved. It tasted pretty good for an ice cream as it was our first time trying out avocado flavoured ice cream. The Tagu Pyian tasted rather peculiar as it is a Sago cooked with Palm jiggery and served with Coconut Custard. It was a weird kind of sweetness which didn’t particularly appeal to our palate but that is purely a personal preference.Final VerdictA place which is done up so well and offers something unique unlike anything you can find in the city for sure. This place offers a one of a kind experience so we would certainly recommend all the food lovers out there to try it out. It would be perfect for a family night out or for a date as well as it offers a relaxed and fun environment.Food: 4.5/5Price: 4/5Ambience: 5/5Service: 4/5                                        ",38719017, 4.0,                                                                    118                                 
2018-08-28 22:01:04,                          3395                                                         ,4 ,            Devbrat Mishra          ,            Burma Burma          ,18625420,"Rated                     After reading so much about long waiting during weekends we decided to visit this place on weekday.No waiting as it was weekday. Ambiance was bright, huge and well lit but with very limited seating.Coming to the food we order• Samosa Soup: Tangy flavoured soup with crunchy samosa in it. It was good and a must try item.•Creamed Corn with Paratha: Thick Corn curry which tasted sweet due to addition coconut milk. Paratha was soft but very oily. I would say they should have served them hot.• China Town Noodles: The desi street styled noodles with some extra tanginess added to it. Noodles was dry and loaded with veggies. Portion wise it was perfect.• Trio of Mushrooms: This was complete dissapointmnt. This item was mentioned in stir fried section but was filled with eggplants and other veggies. Taste wise it was bland.Service was top notch and quick. The staff members were polite and helped us to decide the items. Being a typical fancy styled Burmese resto their price is on a higher end and might be heavy on pocket.OverallFood Taste : 3/5Ambiance: 4/5Service: 4.5/5Value for money: 3/5                                        ",38704680, 4.0,                                                                    204                                 
2018-08-27 19:45:47,                          60                                                         ,0 ,            Neha Prasad          ,            Burma Burma          ,18625420,"Rated                                             Went there on my birthday , as this was a fancy veg restaurant with good ratings. Interiors and staff are the best thing abt the place.For food we ordered samosa soup (over hyped) , Stuffed buns with crispy tofu( best starter). Banana leaf grilled sticky rice( good) , soupy khowsouey ( best amongst all) with variety of toppings, bamboo shoots stir fry ( too tangy) and Coco custard ( average but different) for dessert.                                                            ",38683215, 4.0,                                                                    66                                 
2018-08-26 11:41:40,                          751                                                         ,0 ,            Dharashree Chinna          ,            Burma Burma          ,18625420,"Rated                                             Very difficult to find a place in weekends! Have to return home without trying. Burmese cuisine is very compelling so we returned the same evening and waited for about two hours to get in. So we ordered Khow suey which was superb, Black sticky rice was average and lastly the smokey avocado ice cream was scrumptious! But the price is too costly for vegetarian items. Ambience is great.                                                            ",38652681, 2.0,                                                                    34                                 
2018-08-24 16:01:49,                          601                                                         ,1 ,            Gastronomy          ,            Burma Burma          ,18625420,Rated                                             Visited here on Friday Lunch. Got a table within 5 min. Seating is comfortable. Ambience is great and cozy. Varieties of options for vegetarians from soup to dessert. Tried lotus stem soup - average.Burmese Falafel- great.Bubble tea and watermelon drink- - good.Lotus stem with peprika - good.Service is quick and polite. . Girls on gate are polite and friendly.                                                            ,38614435, 4.0,                                                                    24                                 
2018-08-21 21:08:37,                          167                                                         ,0 ,            Vikram Iyengar          ,            Burma Burma          ,18625420,"Rated                                             Best place you could ever go for an exotic indulgence, and surprise, its purely VEGETARIAN. Amazingly polite people and excellent service by our waiter Mr. Bhagyandhar.  Would definitely step by as often as I can !!                                                            ",38560706, 5.0,                                                                    21                                 
2018-08-20 20:28:51,                          102                                                         ,0 ,            Ipsita Sarkar          ,            Burma Burma          ,18625420,Rated                                             I call myself a strict non-vegetarian so reviewing this place gives me great pleasure. Have been here more than once and would love to recommend and go again. So that itself says it all. Reservation is difficult and if you plan to walk in try coming early by 8 pm on weekdays. The food is very different to the normal taste and feels super fresh. The guava salad is great. Love their baos especially the mushroom. The assortment of sauces and fresh condiments were great and adds that extra punch. Though I didn’t quite like the famous avocado ice cream so much. Overall great place even though I wish they would have a non vegetarian section to see how they blend it with meat. Also it’s tea place so no alcohol.                                                             ,38541975, 4.0,                                                                    19                                 
2018-08-20 01:40:15,                          273                                                         ,0 ,            Emmanuel          ,            Burma Burma          ,18625420,"Rated                                             The food deserves a 5! I am rating it 4 only coz the dessert I had wasn’t good. The brown n white custard sort of things are stuff mallus make at home. Wasn’t worth the price as well. I suggest everyone who visit this place to try the Khow Suey as it is brilliant! I don’t remember what this was called but if u show the waiter the image, he’d tell u. Tried the Pan fried rice dumplings coz it was 1 of their best items, but, I second that.The decor is splendid as the light/lamp shades are like the Burmese hats.                                                             ",38529558, 4.0,                                                                    69                                 
2018-08-19 15:48:09,                          103                                                         ,2 ,            Sudipto Biswas          ,            Burma Burma          ,18625420,"Rated                                             Brilliant decor. Well behaved staff including the manager who is nice. This place offers Burmese food with an Indian twist. We had a lot of things here...the food is generally tangy and a bit salty. We ordered bread and I think I have to say that the bows of fatty bow wins over these bows here. The dessert we tried was a bit of a dissapointment. We ordered durian ice cream and cocopina. The cocopina was the better of the two. The samosa soup splits is highly recommended. The Burmese falafel was average. The china town noodles was the winner in the mains even though you might get a similar tasting dish at other places. The mushroom ricellings were unique.Overall this place is always full with people and one should be prompt with bookings to find a place. It certainly lives up with all other places on 12th main despite of being a vegetarian only place. The staff always warns you about the taste before you place the order, which I found nice.                                                            ",38513257, 4.0,                                                                    51                                 
2018-08-19 15:32:54,                          76                                                         ,0 ,            Padma Gopalan          ,            Burma Burma          ,18625420,"Rated                                             Never thought it will be so difficult to get a table at an all vegetarian place. Had to wait for 30 minutes but the wait was totally worth it. The food is lip smacking worth every penny paid. Must have -samosa soup and khow suey. The steamed bun was also good but could have been better. One should definitely visit the place. Totally recommend it for their service, the staff who are friendly and take time to explain the dishes, and of course their food. :)                                                            ",38512785, 4.0,                                                                    33                                 
2018-08-18 01:28:13,                          87                                                         ,0 ,            Trippingspoons          ,            Burma Burma          ,18625420,"Rated                                             This place came highly recommended and we were not disappointed. The ambience, service and food were impeccable.The"" Burmese Cherry Sencha"" tea was amazing as an appetiser. We tried "" the crunchy tofu steam buns"" which were delicious. The main course consisted of the China Noodles and Trio of mushroom which were sheer delite.The much recommended ""Avocado Ice cream and the ""Burma Bomb"" were the highlight of the evening.This place serves pure veg food. For a hard core non veggie like me it was initially a turn off. But the amazing food and ambience ensured that my decision to dine here was spot on.                                                             ",38479899, 5.0,                                                                    44                                 
